order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_timestamp,order_estimated_delivery_date
nZzDWjvHC51s,rn3pLN8DIwl7,delivered,2017-10-21 19:37:10,2017-10-21 19:49:33,2017-10-31 15:16:05,2017-11-03
M993J0OvyuzU,pKssYucdrT71,delivered,2017-08-23 16:38:43,2017-08-23 16:50:18,2017-08-25 16:33:50,2017-09-08
ZZfqZfaIIGy8,pW5mBQsMPwhf,delivered,2018-04-25 16:02:48,2018-04-25 16:53:42,2018-04-27 19:24:43,2018-05-09
2uXpsJ24g11x,Gb0X6XCyK1w2,delivered,2018-02-17 12:23:22,2018-02-17 12:35:34,2018-03-03 11:52:29,2018-03-20
zWQQgfAErswQ,Aky0cHRRzYvy,delivered,2018-01-26 00:28:34,2018-01-26 00:57:40,2018-02-07 20:38:44,2018-02-22
bDzoZbBnFw0q,vsXH5Mc3iwO5,delivered,2018-05-28 09:57:09,2018-05-28 10:13:42,2018-06-08 17:37:51,2018-07-05
xEolJczHuA5b,OkNVSoYF4Ctm,delivered,2017-11-24 13:01:09,2017-11-25 03:33:04,2017-11-30 17:15:03,2017-12-15
6nCt2n3c5YUb,ubcwZqWgpSBl,delivered,2018-06-28 16:08:26,2018-06-28 16:31:44,2018-07-06 17:12:09,2018-07-20
u8jv0i9MTtD0,G0ZsPJ8Wtcqj,delivered,2017-09-01 10:12:04,2017-09-01 10:25:45,2017-09-12 00:02:41,2017-09-14
vzFhF8tmuSGl,c1axC1lr3Tcr,delivered,2017-12-08 11:01:54,2017-12-08 11:14:24,2017-12-19 22:10:58,2018-01-05
lllaCKPObe6j,QkIouHMr9q9b,delivered,2018-04-21 15:52:28,2018-04-24 18:18:34,2018-05-24 21:34:43,2018-05-18
0eSLFIW61Bzm,swTvuQOJxZDr,delivered,2017-12-04 17:16:55,2017-12-04 18:30:31,2017-12-21 21:17:08,2018-01-09
gXnyL0HGVxjB,EqETzEqeSilI,delivered,2018-01-26 17:36:28,2018-01-26 18:00:12,2018-02-03 11:44:30,2018-02-21
nNe5PKmAflqi,VKcKW4Ixidl0,delivered,2018-04-03 17:55:34,2018-04-03 18:10:20,2018-04-06 22:47:33,2018-04-13
7WhiTL1elVB8,Iz0TX4XcPX5I,invoiced,2017-04-20 10:38:50,2017-04-20 10:50:10,,2017-05-16
fJaGes3Ywmwa,Up8sVxiXNqwr,delivered,2018-06-25 22:45:23,2018-06-26 00:33:23,2018-07-04 17:05:00,2018-07-18
v36ZkDaJnUgm,ko4k7CgRQ2gB,delivered,2017-07-30 19:30:59,2017-07-30 19:45:13,2017-08-10 16:44:24,2017-08-22
Fvi1GyVW8W4g,2LpkQOHwerNN,delivered,2017-03-01 14:04:00,2017-03-01 14:15:17,2017-03-27 09:12:50,2017-03-30
5nKWYoPaIW9s,HDnWcN0auDd8,delivered,2018-04-05 16:40:03,2018-04-06 16:35:24,2018-04-13 20:31:42,2018-04-27
Hu0SYYQ9OxtV,kCLHRTVNy8jP,delivered,2018-03-09 09:49:25,2018-03-09 10:55:23,2018-03-10 13:21:23,2018-03-21
MF76xvtkc85H,F9IJDCAtcwib,delivered,2017-12-20 17:11:41,2017-12-20 17:31:14,2017-12-28 20:26:52,2018-01-15
OswjZQEpIRIi,13SUWTnPDqsL,delivered,2018-03-23 11:43:24,2018-03-23 11:55:30,2018-04-02 22:07:30,2018-04-18
mKpXE7IWcDKI,z22XilJiuqj0,delivered,2018-06-06 20:33:08,2018-06-06 20:52:26,2018-06-29 17:41:39,2018-07-20
bjYNED1Iw9J7,opDoumPv135h,delivered,2017-04-05 17:58:31,2017-04-05 18:10:20,2017-04-17 10:47:50,2017-05-02
w8CgJa7sPuDD,dBzGUwe1NRJP,delivered,2017-10-18 01:29:03,2017-10-18 01:35:20,2017-10-24 12:52:13,2017-11-09
28wrZ4C4P3jG,UE4FlTcq78e9,delivered,2017-08-11 20:05:11,2017-08-11 20:25:07,2017-08-25 17:55:12,2017-09-04
88660XTXHs6r,A6Dq9NAGFbKn,delivered,2017-08-20 11:40:02,2017-08-20 11:55:19,2017-09-15 17:52:05,2017-09-28
Yitwdq13L27F,le0fXpdIum5w,delivered,2018-03-26 17:56:37,2018-03-26 18:10:19,2018-04-10 19:03:13,2018-04-13
oYBD0N5ea2hn,j954qA4Yrb4e,delivered,2018-05-16 15:07:42,2018-05-17 03:16:16,2018-06-07 16:36:35,2018-06-19
O5KuDLeUVf16,9SaeL8cBethP,delivered,2017-02-10 20:22:24,2017-02-10 20:30:13,2017-03-20 09:37:32,2017-03-09
IH3AKGQ6pEYu,XmaMZfN6i77p,delivered,2018-02-01 21:08:53,2018-02-01 21:32:12,2018-03-07 00:48:30,2018-03-08
zwc0o4oGQg5m,ocA0Nwk9fS4z,delivered,2018-08-15 20:51:44,2018-08-17 03:09:40,2018-08-29 17:25:48,2018-08-31
yIIfPS5ZhLuT,PCczaKCYtE7J,delivered,2018-07-03 19:21:21,2018-07-05 16:30:44,2018-07-11 13:41:55,2018-07-19
oUgfjL5UNvMg,ef1FAYoQKJu8,delivered,2018-05-03 20:48:47,2018-05-03 21:11:04,2018-05-09 23:11:55,2018-05-16
1JGYIjDjGJRE,o2HFWBi7SIfz,delivered,2017-10-02 16:41:43,2017-10-04 02:43:59,2017-10-13 23:44:05,2017-10-24
4ZttCkqFjXSf,s2grpnMiDwrW,delivered,2018-03-03 01:40:13,2018-03-03 01:55:21,2018-03-15 21:52:01,2018-04-03
PDOE2xfnmAft,0ifxPTsFxqO8,delivered,2017-12-09 17:42:14,2017-12-12 04:09:03,2017-12-17 12:02:21,2018-01-08
hxYZz8xeZTie,ToAfjbyvl8EJ,delivered,2018-04-08 20:58:09,2018-04-08 21:10:53,2018-04-13 13:52:43,2018-05-03
Qbt0Tt7xbPvw,hXMf2LTxyyNb,delivered,2018-03-27 22:19:36,2018-03-27 22:30:10,2018-04-06 17:12:46,2018-04-13
2rTRmJPblnAw,j6obfDxWTps2,delivered,2018-03-03 23:18:52,2018-03-05 10:09:33,2018-03-19 20:31:51,2018-04-10
suYInTRFU2K9,n6scFS1MjBwU,delivered,2018-06-20 21:40:18,2018-06-20 22:20:21,2018-06-26 20:06:25,2018-07-17
i9YTJam2P08P,87R11Uk4T85t,delivered,2018-03-19 12:58:21,2018-03-19 13:49:49,2018-03-23 15:12:18,2018-03-29
a0f6Uufb0Q1k,gUDMxrVdSvWi,delivered,2018-04-08 21:48:15,2018-04-08 22:09:34,2018-04-17 20:10:51,2018-05-09
gfrpDnGBV511,Fphcjo9L5Xm5,delivered,2018-07-01 10:55:33,2018-07-01 11:09:55,2018-07-06 18:22:38,2018-07-31
aBW4W5RV6iIC,FB7UArCY5AKq,delivered,2017-10-13 08:33:46,2017-10-13 08:49:42,2017-10-24 15:20:07,2017-10-31
rNqipAbOHDof,9bWQhPpOGkTI,delivered,2018-04-11 21:37:23,2018-04-11 21:51:15,2018-04-17 14:46:52,2018-05-09
Mlw5L3aRg1Gl,dezm1EuxvEKc,delivered,2017-09-30 06:32:38,2017-09-30 07:04:27,2017-10-06 22:46:50,2017-10-24
iJxLLxx1hn5w,HPG0LiR99yEj,delivered,2018-03-19 10:05:40,2018-03-19 10:27:09,2018-03-27 20:19:24,2018-04-06
zAZqJqxEJdl9,wxJk8MELC3Fu,delivered,2018-04-30 14:04:18,2018-04-30 14:15:16,2018-05-18 18:11:58,2018-05-29
bSqDUK5KVlJE,OKooe9zBpcXs,delivered,2018-08-03 09:03:38,2018-08-04 09:04:01,2018-08-13 22:54:47,2018-08-27
q1BoMu7skz1f,zTfkzJ63CqvH,delivered,2018-08-11 23:10:46,2018-08-11 23:25:10,2018-08-23 23:08:30,2018-09-06
xBNtwozjfzlx,iDC1jqPMMnuM,delivered,2017-03-29 19:43:49,2017-03-29 19:55:21,2017-04-04 14:05:24,2017-04-25
QVkzAGN1mufl,ptCMWTusevcu,delivered,2017-06-07 14:10:15,2017-06-07 14:25:18,2017-06-12 11:37:38,2017-06-21
HmgINGDnZA51,i9d4Q4lhiYsj,delivered,2016-10-06 11:32:00,2016-10-06 16:05:17,2016-11-01 15:04:41,2016-11-28
B8xKs0XmPqta,62TgKpfcJBok,delivered,2018-07-24 02:10:35,2018-07-25 02:35:15,2018-07-30 17:50:44,2018-08-08
riR8s5tZqpMd,8GvL7bSLpRF3,delivered,2018-08-13 09:38:37,2018-08-13 09:50:19,2018-08-24 20:58:30,2018-08-29
sw1fC870uL61,cbWgFMJYNVAd,delivered,2018-03-18 14:24:33,2018-03-18 14:35:24,2018-04-13 01:04:05,2018-04-11
6lcd4WmS9pfR,d6m1ubpxsKsS,delivered,2018-05-13 23:54:31,2018-05-15 03:56:03,2018-05-22 18:52:03,2018-05-25
MLA2oDe4TkvE,8SpOcigR29ie,delivered,2018-03-06 10:50:23,2018-03-07 02:35:38,2018-04-04 17:57:24,2018-04-04
6K1RNg5AKlSQ,rqaOivvMUEVZ,delivered,2017-08-09 13:43:26,2017-08-09 13:55:24,2017-08-31 17:44:06,2017-09-13
CWRL57wokXgq,ROIS9encfreP,delivered,2017-06-02 21:52:23,2017-06-02 22:05:11,2017-06-19 19:45:47,2017-07-06
QanCOwMEvCop,bDWzbWLtv0Dw,delivered,2017-11-24 11:42:09,2017-11-24 13:35:39,2017-12-01 13:38:39,2017-12-12
1cBIiZk0rczC,Z7XuwE8Fx9KT,delivered,2018-04-19 22:05:52,2018-04-19 22:15:17,2018-05-04 17:51:20,2018-05-16
g24f6QqYwSQU,9ZkfxYp9TqHs,delivered,2017-08-30 19:43:57,2017-08-30 19:55:20,2017-09-04 20:04:42,2017-09-18
U7GmE9bn5xeG,gwsAxl0EMjDG,delivered,2018-04-13 14:50:08,2018-04-13 15:13:01,2018-05-03 16:44:29,2018-05-15
0JfxO6tJ3U1x,ZUlatp96c5pn,delivered,2018-02-07 20:57:04,2018-02-07 21:10:30,2018-02-15 22:39:50,2018-03-05
4hjTcgoYf4pf,F2fzJ37OdLVR,delivered,2018-02-08 09:03:13,2018-02-08 09:15:32,2018-02-19 21:58:32,2018-03-06
FOXS9ZZDTrau,u0MGQxFW7IGx,delivered,2018-03-19 16:21:03,2018-03-21 08:47:55,2018-04-02 19:03:44,2018-04-10
tX1PuAnWerOE,I5L0Rwhej7h1,delivered,2017-07-13 21:09:00,2017-07-13 21:24:27,2017-07-21 21:29:45,2017-08-04
Geax43k5qEyS,CoKcuCmkWKsS,delivered,2018-02-09 21:00:12,2018-02-09 21:15:24,2018-03-05 22:37:41,2018-03-02
UhojhFCM7M1t,G8PyK1CvMrzh,delivered,2018-08-08 18:52:43,2018-08-08 19:05:10,2018-08-20 13:43:44,2018-09-20
tO3sCTseo3W6,bNwC1Wbr7NIt,delivered,2017-05-03 10:49:36,2017-05-03 11:10:19,2017-05-22 23:18:28,2017-06-05
LUcrp4nERz5p,c07FUWhZYUP1,delivered,2018-06-07 15:50:09,2018-06-07 16:20:53,2018-06-26 16:54:24,2018-07-20
FBt5zYfUYdfo,HhBjrZXdts8o,delivered,2018-07-01 17:47:38,2018-07-01 17:55:13,2018-07-06 17:22:09,2018-07-24
AmezfybsjlV4,nw5K35XHs5eM,delivered,2018-05-04 14:21:11,2018-05-04 14:30:41,2018-05-21 22:16:02,2018-05-25
3Lc9VwOUp1S8,LZWI3gZYaVWO,delivered,2017-12-23 22:51:50,2017-12-23 23:08:39,2018-01-11 22:34:10,2018-02-06
FObvSfYrzGD8,HpNE51Cfl6Ae,delivered,2017-08-11 22:03:25,2017-08-11 22:25:18,2017-08-18 18:48:34,2017-09-05
dezD3ZuJvPCm,AA1kzARnhdhg,delivered,2018-07-18 23:18:43,2018-07-18 23:30:14,2018-07-26 22:03:37,2018-08-06
12Ge0olCUGKR,BUufSyDYBdva,delivered,2018-05-04 00:21:19,2018-05-05 03:35:21,2018-05-15 22:38:38,2018-06-13
dxBbs7ubZms3,2ug07Exbomnx,delivered,2018-08-10 16:52:54,2018-08-10 17:05:21,2018-08-18 17:08:40,2018-08-31
QE4v9s3w9DKU,WwSAX06FjgkI,delivered,2018-05-30 09:46:25,2018-05-31 03:36:05,2018-06-13 00:05:24,2018-07-11
YDEyua5TUDgF,9O8vNFVABIUe,delivered,2018-04-18 22:16:32,2018-04-18 22:31:17,2018-04-27 17:36:55,2018-05-29
XvOo8rKgqYmu,NZbyGKV1jYcR,delivered,2017-11-21 15:26:29,2017-11-22 03:06:59,2017-12-05 22:15:16,2017-12-07
GA1PPM8un77G,qhD5GuuouVu3,delivered,2017-11-20 10:59:38,2017-11-20 11:15:31,2017-11-29 00:44:48,2017-12-21
qNP3LLDr7laE,X7B6Yof5vJ9S,delivered,2017-08-11 23:23:53,2017-08-11 23:35:16,2017-08-15 19:26:30,2017-08-29
VmXM45s1EmGz,SiiihqbhN37l,delivered,2018-06-20 16:15:40,2018-06-20 16:43:20,2018-06-29 15:03:30,2018-07-24
sNdNxKpkGtV3,b4UHQYpoURm7,shipped,2017-03-13 21:07:39,2017-03-13 21:07:39,,2017-03-30
Pr0JiWtQEZWS,U5IeCLKQuU5p,delivered,2018-05-04 13:13:49,2018-05-04 13:33:08,2018-05-15 15:21:48,2018-05-28
jOfcLoWXeDMt,ydLHn37Mrexf,delivered,2018-03-13 07:35:47,2018-03-14 03:40:29,2018-04-02 13:05:31,2018-04-04
6ohO4MT1eJbi,1TMYfEGvcD3H,delivered,2018-05-24 20:33:03,2018-05-24 20:54:02,2018-05-28 17:18:39,2018-06-13
0MQ03pVINbuy,utWU3buzhrIA,delivered,2017-06-03 07:51:09,2017-06-06 13:42:49,2017-06-19 20:07:43,2017-07-04
JgV5ls59kH92,w4sE8pcmcaOQ,delivered,2017-11-01 18:02:58,2017-11-01 18:15:31,2017-11-09 16:04:45,2017-12-04
gz5zKbxHaOLm,F1zusoD5FrdK,delivered,2018-01-19 16:33:20,2018-01-23 03:37:36,2018-01-30 23:26:04,2018-02-14
26i0VwB3MB6q,M0oQMoUbrOGF,invoiced,2017-10-10 20:54:00,2017-10-10 21:07:14,,2017-11-14
GSlcrwtaQthU,T44rlHBRSdlt,delivered,2017-05-09 13:02:10,2017-05-11 04:22:31,2017-05-25 11:43:16,2017-05-31
7h9t2z41h0hr,xxOwTGfnVsyw,delivered,2017-11-11 13:33:26,2017-11-11 13:50:37,2017-11-16 20:12:03,2017-11-27
7w2kaGHxazfR,N3XYBQ3nD0Xv,delivered,2018-04-06 00:36:05,2018-04-07 10:15:20,2018-04-19 01:58:35,2018-05-03
vEmB5JpWvi4g,NJdf7mN0PeYj,delivered,2018-02-17 23:28:37,2018-02-17 23:46:44,2018-03-08 19:54:31,2018-03-22
JK9przr5stJX,bEKtQU1nNZQM,delivered,2017-11-17 21:13:50,2017-11-18 11:34:04,2017-11-27 13:54:19,2017-12-06
r5FTGLZkpvl2,FPMXbg5hIkP3,delivered,2018-04-16 08:47:24,2018-04-16 08:55:34,2018-04-24 19:50:03,2018-04-26
AvsN5x7tICc2,5K3jrUKyCX0K,delivered,2018-03-04 00:08:21,2018-03-04 00:35:53,2018-03-12 21:24:44,2018-03-27
SCf3w3SrTRcV,Ei3OtIQvRlwv,delivered,2018-08-15 17:10:53,2018-08-15 17:24:07,2018-08-28 19:50:42,2018-08-31
mjXxTqQExvZy,9i9iQAQXV13I,delivered,2018-04-16 19:13:31,2018-04-16 19:32:34,2018-04-25 21:42:15,2018-05-04
hsp4hlrwe5L0,XBfB9AShfzYX,delivered,2017-09-17 23:54:20,2017-09-18 00:50:09,2017-09-25 18:57:32,2017-10-05
Nucr9wlz1ziC,9Q1tzeM1PTb2,delivered,2017-11-13 20:46:21,2017-11-13 21:07:53,2017-11-29 15:44:35,2017-12-13
6gHAxkL1IWM6,9vFbmdlnqHje,delivered,2018-06-23 19:11:29,2018-06-23 19:39:07,2018-06-28 17:18:48,2018-07-18
gGsKwem4ijer,1T29z4cpwsli,delivered,2018-03-30 22:34:05,2018-03-30 23:15:11,2018-04-16 23:33:04,2018-05-07
tMa9uFy8lyWF,Dn2LncuUtRBc,delivered,2018-04-01 09:50:44,2018-04-01 10:35:09,2018-04-11 23:44:22,2018-04-18
t4ut00NKElTI,S6rZALgN6eLG,delivered,2018-05-10 16:37:44,2018-05-10 16:58:46,2018-05-22 08:47:32,2018-06-04
WwdZbJme8D4D,Uxgy7qI5wLuv,delivered,2017-11-03 19:30:41,2017-11-03 20:30:54,2017-11-13 22:29:13,2017-11-27
DgEnykXmKeUW,OHrjsajIXZqZ,delivered,2017-09-25 18:41:45,2017-09-25 18:55:14,2017-10-05 20:21:38,2017-10-23
3EkELj73d5bM,JquGhIMBfkTa,delivered,2017-09-19 09:22:36,2017-09-20 02:15:18,2017-09-25 21:23:51,2017-10-05
eFROpCTYXidR,Ob1lzhI9xOGJ,shipped,2018-02-28 22:26:55,2018-03-03 02:50:51,,2018-03-20
zOTTolgXPdvr,dr1b0Xa5HlCz,delivered,2017-12-16 00:57:15,2017-12-19 05:10:40,2017-12-29 18:17:36,2018-01-19
C3i6Tj2qV70e,2OoanWfn4ZmO,delivered,2018-03-12 16:53:08,2018-03-14 02:55:26,2018-03-21 18:03:18,2018-03-28
DeIHIlMMJUOz,jq98EZwrNHmC,delivered,2018-04-17 07:52:51,2018-04-17 08:11:28,2018-04-23 20:54:50,2018-05-17
GNhxl3jNHye4,xiqu0taPNXjn,delivered,2018-01-03 21:51:21,2018-01-03 21:59:26,2018-01-25 20:56:27,2018-01-30
9ACWmREOh94y,VhRYQpsLf3z8,delivered,2018-02-19 12:09:02,2018-02-19 14:35:28,2018-03-17 02:22:03,2018-03-12
IPITRVGDnH0k,KaB8szfeVDmK,delivered,2018-03-05 12:34:20,2018-03-05 12:50:42,2018-04-10 15:36:30,2018-04-20
pBDCnE3ZmiQZ,nnKhEqmdN0FP,delivered,2017-12-08 14:06:51,2017-12-12 03:54:27,2017-12-18 22:51:37,2018-01-05
8vPHi64OXEDs,gtBWFwkRFEQg,delivered,2017-05-17 18:30:32,2017-05-17 18:42:20,2017-05-23 10:33:02,2017-06-23
fBHB0qb1mhUB,9aVWBjfnhJ1z,delivered,2017-10-21 22:23:16,2017-10-21 22:49:14,2017-10-24 17:10:43,2017-11-03
7W4CuTf4VvXa,56iNe0s7AZaS,delivered,2017-10-13 10:04:59,2017-10-14 03:46:19,2017-10-25 20:52:20,2017-11-06
FW2fQkgPlSDT,YNqyuRRbxwaV,delivered,2018-04-09 15:52:20,2018-04-09 16:10:13,2018-04-16 15:58:43,2018-04-30
EZcZP4srbNc4,fyWHKTD6Ye5R,delivered,2018-06-13 09:15:48,2018-06-15 02:37:03,2018-06-22 21:08:47,2018-06-28
C6F4YxietiBP,OqqYwliSfpD8,delivered,2017-06-27 14:17:09,2017-06-27 14:30:19,2017-07-06 14:52:01,2017-07-21
FjQCPAYeycfv,P1NdXPTy9A7M,delivered,2017-10-18 16:02:42,2017-10-18 16:14:43,2017-10-20 17:12:34,2017-11-01
0F1o8WxGdiWl,DuAiPBEpgPbU,delivered,2017-12-03 08:29:56,2017-12-03 08:38:22,2018-01-03 18:14:32,2018-01-03
sUCYs6QJrmOd,yWoPxgyTYYYC,delivered,2017-11-29 16:39:11,2017-11-29 18:12:34,2017-12-02 20:27:00,2017-12-13
U6cqWnQLxV7J,uv4Uo7jjORfU,delivered,2018-08-02 17:53:47,2018-08-02 18:05:31,2018-08-17 17:56:25,2018-08-30
IAMDBECccpQh,Uhp8jmVXZPD7,delivered,2017-02-08 20:48:57,2017-02-09 03:03:24,2017-02-13 17:05:56,2017-03-17
Wxm3wMncaCM1,u9WhJtNsBxjl,delivered,2017-04-21 21:18:05,2017-04-21 21:35:21,2017-05-04 17:37:25,2017-05-11
6NB8so6iqQs2,fF1fCol1wow1,delivered,2017-03-30 08:50:15,2017-04-01 09:35:18,2017-04-11 09:44:12,2017-04-24
AMuYmKVdFe5c,3uZjsQG0EXNh,delivered,2018-01-30 15:28:21,2018-01-31 15:30:30,2018-03-16 20:03:53,2018-03-13
DcxhjYfHEQpK,FU37BjFkHw0X,delivered,2017-11-22 00:24:38,2017-11-22 00:34:23,2017-12-16 16:39:07,2017-12-11
80qNjOJOCjsP,Ct29PutABFbW,delivered,2018-05-08 15:52:07,2018-05-08 16:18:12,2018-05-17 17:06:35,2018-06-06
pqkWaHCZXqF8,oDyOkHswehqo,delivered,2017-08-31 13:03:37,2017-08-31 13:24:15,2017-09-04 17:48:21,2017-09-19
JAQzPyyzcd5w,9mD48z1lo6cb,delivered,2017-12-14 08:34:48,2017-12-14 08:52:10,2017-12-26 22:57:50,2018-01-09
eJtM08wjJlyt,GPI0sal0PmbH,canceled,2017-07-16 10:46:54,2017-07-16 11:02:54,,2017-08-18
OoAsrmHlC3os,TdFhGKoSmwoA,delivered,2018-03-10 21:44:29,2018-03-10 21:55:45,2018-04-30 23:40:42,2018-04-13
TM1IjO9bBOeq,05kfyw121L0G,delivered,2017-06-30 13:48:40,2017-07-01 04:45:22,2017-07-10 16:28:18,2017-07-20
UZ4ktevW2ta4,z0V5lMafRYN4,delivered,2017-09-09 14:53:45,2017-09-09 15:10:15,2017-09-20 10:50:10,2017-09-29
bohiZ9Lx4caW,mEXDxdgJEvWe,delivered,2018-03-14 23:01:15,2018-03-14 23:10:46,2018-03-19 18:10:50,2018-03-26
Ydf9fb2lIESu,xFKAkqZoSLYv,delivered,2018-03-25 20:16:38,2018-03-25 20:31:48,2018-04-03 15:32:48,2018-04-16
MhQ2ZZjpg3aC,i0QhdSBlSzwC,delivered,2016-10-09 22:36:44,2016-10-10 11:03:15,2016-10-17 12:03:19,2016-11-30
mIbP2LvaDnOG,vt42TnjoOh6Y,delivered,2017-06-02 21:55:08,2017-06-03 22:02:17,2017-06-06 15:26:09,2017-06-16
tu40miXL03Gs,1BO9ArVEExAz,delivered,2017-12-09 19:37:31,2017-12-09 20:10:14,2018-01-03 23:28:34,2018-01-08
NFt4m9B2PLHn,YSUfIlvkKkPm,delivered,2017-08-01 07:48:50,2017-08-02 11:22:35,2017-08-04 13:42:09,2017-08-15
Xqp0sHJXw3CQ,448h8oRO63NA,delivered,2017-11-29 10:34:08,2017-11-29 11:00:00,2018-01-09 19:53:05,2018-01-02
DlJwUmAvchsD,UFpG8MHU56PL,delivered,2018-03-10 19:12:32,2018-03-13 04:31:17,2018-03-16 13:19:58,2018-03-28
tfQipIwYRPl8,iAwXNpuJ6ASb,delivered,2017-07-26 11:46:34,2017-07-27 10:10:16,2017-07-31 17:49:56,2017-08-24
QwYZx0gQBal1,SdQLaDt2Ti5P,delivered,2017-06-18 21:51:21,2017-06-18 22:05:23,2017-06-23 10:51:24,2017-06-30
osQT2g90W6l2,IoSFn7qBr7sF,processing,2017-12-20 11:00:02,2017-12-20 11:10:43,,2018-02-02
MjjvW19bQlIN,00qz8nDJVBo8,delivered,2018-03-16 18:47:04,2018-03-20 03:48:46,2018-04-20 18:12:50,2018-04-17
ijhIKq0MFPUw,3xrqbKJ2yyN8,delivered,2018-04-01 21:22:23,2018-04-02 15:11:54,2018-04-09 18:19:14,2018-04-23
g6pGsHC1eGgZ,EdQAu6sdugnC,delivered,2017-10-29 09:07:09,2017-10-31 04:10:21,2017-11-10 18:35:48,2017-11-24
z0DpU7R5tVJa,aw7t9jSVkaGI,delivered,2017-08-18 06:47:24,2017-08-22 04:10:53,2017-08-25 20:59:46,2017-09-08
uU9djsVZUzCC,9dWco4Knrx5v,delivered,2017-05-29 10:28:42,2017-05-29 10:35:26,2017-06-07 12:55:34,2017-06-29
YzXsxmwYHIa9,wtpyFNZmlQmG,delivered,2018-04-13 18:40:31,2018-04-13 18:55:14,2018-04-24 00:21:35,2018-05-02
qMOnUUn3WOWc,YiF7TZFpklt1,delivered,2017-11-29 21:11:12,2017-11-29 21:18:23,2017-12-05 21:18:48,2017-12-26
UpW8cjMfgWw6,DqHFnyRTqDX7,delivered,2018-05-21 13:16:22,2018-05-22 07:55:07,2018-06-19 14:38:42,2018-06-19
63TkbzUzMERK,gRH1Um3uxEXu,delivered,2018-01-15 09:45:25,2018-01-15 09:56:30,2018-01-26 23:28:52,2018-02-05
YTb5dLFbqVcg,lpWXQ4rtSahk,delivered,2018-05-05 18:33:24,2018-05-05 18:53:44,2018-05-09 00:06:25,2018-05-23
ejSedY3ot29j,s2LU8igauNVT,delivered,2017-11-15 09:18:31,2017-11-15 09:30:29,2017-11-24 19:41:22,2017-12-07
7EXGSj3FMrae,J8L6hF6HCkb8,delivered,2018-02-26 09:34:23,2018-02-28 09:56:07,2018-03-15 17:42:32,2018-03-21
BraF9hnjX7ru,KL9QqXHinrHP,delivered,2017-11-18 14:33:01,2017-11-18 19:06:15,2017-11-24 14:12:35,2017-12-01
XORHU4u3keuv,tBLe9PRYJthF,delivered,2018-03-13 13:11:48,2018-03-13 14:28:28,2018-03-15 18:51:46,2018-04-13
Ue5H1BfG3x8w,zyBONKTlwSch,delivered,2018-07-19 20:22:42,2018-07-21 03:15:31,2018-08-02 17:28:42,2018-08-09
bwuVYhelbmdE,zxliJC584yEV,delivered,2018-05-19 14:35:15,2018-05-22 09:14:33,2018-06-04 14:03:39,2018-06-13
oj6KF703b8Wh,aaaL7han8vma,delivered,2018-06-08 12:12:54,2018-06-08 12:36:40,2018-06-15 15:37:46,2018-07-04
phwXEybrgpyG,Nk5VdaDSeoaN,delivered,2017-06-14 15:29:08,2017-06-15 15:25:10,2017-07-31 18:22:54,2017-07-17
Pve4wk4vActA,hfgWuRZr3cCB,delivered,2017-03-23 22:09:52,2017-03-23 22:22:46,2017-03-30 15:58:06,2017-04-17
DnvCJTWWiO5n,Bsj0WKqvBVUL,delivered,2018-08-13 08:08:16,2018-08-13 08:24:21,2018-08-15 20:51:17,2018-08-23
2Pj8yNY5DY2S,3AvV1DXUooIp,delivered,2018-03-17 19:54:30,2018-03-17 20:10:55,2018-04-03 10:17:27,2018-04-11
MEXLQJnT7nYl,2oSm3v71aVcj,delivered,2018-05-18 11:04:32,2018-05-18 13:07:00,2018-05-25 13:30:58,2018-06-07
1Xq7jE0k0gKw,DXyhCjop86Sq,delivered,2018-04-30 00:37:13,2018-05-01 06:13:34,2018-05-08 21:14:51,2018-05-22
OdKUK8WljL3P,D52mW5sVz1RB,delivered,2018-01-25 19:46:27,2018-01-25 19:56:24,2018-02-06 20:37:05,2018-02-23
NxCZfcADtEia,FhLIDCNOiXhS,delivered,2018-04-18 09:45:32,2018-04-19 02:32:08,2018-05-11 18:54:45,2018-05-04
pHa7UMNKhxcK,xNNsAm2jDTG4,delivered,2018-04-23 07:20:15,2018-04-24 18:38:55,2018-05-05 16:56:33,2018-05-22
3NHiKPRVbQw7,Snufm700pvDn,delivered,2018-04-18 10:46:28,2018-04-18 10:55:20,2018-04-24 23:22:34,2018-05-08
wsso7ehNwqD1,zvhQySSoRaq4,delivered,2018-05-11 16:48:19,2018-05-11 17:08:29,2018-05-19 16:04:08,2018-06-04
thB3gHwJglKw,4geneeK26NGY,delivered,2018-05-14 10:58:30,2018-05-14 11:15:33,2018-05-18 19:42:04,2018-06-11
dMg5tVJ480H5,7bS1Po1SeBPK,delivered,2017-10-22 21:11:46,2017-10-24 03:35:41,2017-10-30 16:53:42,2017-11-13
2yY83jRlIPgp,geI7JpfZlFWv,delivered,2018-03-06 17:27:38,2018-03-06 17:50:15,2018-04-13 18:37:30,2018-03-23
z0lSEn2uDQsV,66OYsX7vDr0w,delivered,2018-06-28 19:12:35,2018-06-29 08:35:15,2018-07-06 18:38:43,2018-07-25
4QmhC5crJup2,TBbBxXFIeud8,delivered,2017-04-09 15:32:33,2017-04-09 15:45:16,2017-04-17 09:59:04,2017-05-02
IMTo6Psk0Hlm,sXYyAYbGhiPk,delivered,2017-10-18 00:05:11,2017-10-18 00:14:28,2017-10-24 16:32:54,2017-11-09
